condition,level,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,onset_mean,onset_std,decay_mean,decay_std
accel_sine,lv0,0.04603310651145871,0.010378899198677526,0.05849097017198796,0.012246680506906398,0.9662652170199848,0.014191891975132712,-0.019983991514891362,0.04136708299126993,0.16285997582599515,0.052493498725095476
stopandgo,lv0,0.032519987667910685,0.007858082521597963,0.05008759780321266,0.013404971864394691,0.9874449204192035,0.006520250299203848,-0.049926453124498935,0.03439147994382233,0.044167756859678726,0.030750950378186155
