subject,height_mm,weight_kg,n_samples,speed_mean,speed_std,accel_x_std,accel_y_std,accel_z_std,gyro_x_std,gyro_y_std,gyro_z_std,hip_angle_std,thigh_angle_std,hip_speed_corr,thigh_speed_corr
S001,1780.0,67.0,175315,0.8136235518114907,0.2635424371276583,1.790686845779419,1.3667378425598145,0.9642670154571533,0.2439401618071965,0.15681537772927964,0.20240368587630136,15.096878187997001,15.352540424891881,0.320684097182719,0.3216757017725991
S002,1780.0,80.0,194559,0.8073634675570897,0.2601986804178783,1.3921444756644112,1.4178742851529802,0.8269799181393215,0.2942689721073423,0.1896233090332576,0.18665568743433272,12.834474699837822,12.684424536568779,0.36462579726112576,0.401255582641109
S003,1770.0,67.0,150654,0.8224601873329708,0.23258855300290243,1.726771695273263,1.5017791475568498,0.7761102999959674,0.2866755723953247,0.2260586278779166,0.19569446785109385,15.378187724522181,15.69892270224435,0.2549049442487151,0.2645289097889911
S004,1680.0,76.0,173512,0.8122150770255497,0.25579455282006947,1.7049875685146876,1.6664848157337733,0.8537693960326058,0.3669507716383253,0.20066826471260615,0.26559664734772276,15.01552949632917,14.836953435625349,0.1829957370791949,0.2772522177225275
S005,1710.0,56.0,151227,0.8196255436965397,0.24044040696961538,1.7522488491875785,1.9682839938572474,0.741982638835907,0.3016065891299929,0.16264586789267405,0.24169056117534637,14.762990815298897,14.569856643676758,0.2783243533159281,0.29963188798133833
S006,1800.0,77.0,137203,0.8338326315085093,0.26376374810934067,1.6724864641825359,1.7899281183878581,0.8060370783011118,0.30242875466744107,0.1556321494281292,0.26313962042331696,15.115733623504639,15.155459880828857,0.14507333022691973,0.1513850846862744
S007,1710.0,71.0,155638,0.8121033396039691,0.2566642037459782,2.052018472126552,1.5537814242499215,0.8546316283089774,0.2917191641671317,0.15369190062795365,0.2823040953704289,14.830278396606445,14.322355815342494,0.2418718903161872,0.2740840577909206
S008,1830.0,76.0,153475,0.8125085873263223,0.25288523733615875,1.5005535738808768,1.5389868191310339,0.9618568164961678,0.3179435836417334,0.18588468645300185,0.22935261258057185,14.695030621119908,14.750536373683385,0.16930675143822987,0.17983941305097093
