condition,level,mae,rmse,r2,signed_bias,std_error,steady_plateau_bias,steady_plateau_mae,onset_error,decay_error,trough_error_p05
stopandgo,lv0,0.0401419270783662,0.065717464312911,0.9796538295068627,-0.0011811215081252,0.0656624939292669,-0.0017947837477549,0.0227120723575353,-0.0847573727369308,0.0813521593809127,-0.124378852546215
accel_sine,lv0,0.0564634650945663,0.0702874064445495,0.9530854228478276,-0.0198924690485,0.067413717508316,-0.0212187804281711,0.0550572499632835,-0.0382944121956825,0.2025619596242904,-0.1237240210175514
