experiment,n_folds,mae_mean,mae_std,rmse_mean,rmse_std,huber_mean,huber_std,params_mean,model_size_mb_mean,host_latency_ms_mean,host_max_freq_hz_mean
exp_S2A8F_feat_norm_worksplit_teacher,8,2.7028333246707916,0.6794341599691983,3.6618453562259674,1.4890248845964682,2.4446500719079536,0.283626514118204,225236.0,0.8592,2.2697,443.71125
exp_S2A8F_feat_trunk_consistency_teacher,8,2.7108545154333115,0.4953961275320734,3.7068240642547607,1.3583653409745813,2.443390804152734,0.23314877946890372,225042.0,0.8585,2.1483,470.26625
exp_S2A8F_feat_normload_worksplit_teacher,8,2.7195570170879364,0.500480240398282,3.721669465303421,1.3412605736176684,2.471654757751928,0.22531961963105204,225624.0,0.8607,2.1868125,460.49375
exp_S2A8F_feat_short_worksplit_teacher,8,2.7353942692279816,0.6026423489547265,3.720330059528351,1.4461844381897027,2.4910597312462235,0.2805415788777124,225624.0,0.8607,2.2791,444.10125
exp_S2A8F_feat_lag_teacher,8,2.7378998696804047,0.5971724424643617,3.739022821187973,1.437419194387733,2.4636735277812103,0.27119834319933156,225236.0,0.8592,1.899775,527.50875
exp_S2A8F_ctrl_teacher_kinpower,8,2.764328211545944,0.48879142598514064,3.7464354038238525,1.3287992392350305,2.4736246568697475,0.24559196452934373,224072.0,0.8548,2.3367875,431.16625
exp_S2A8F_feat_norm_load_coupling_teacher,8,2.782481700181961,0.5577502299443863,3.7657245099544525,1.3897136121180782,2.4561724697270653,0.2311608129312179,225236.0,0.8592,2.419175,414.88375
