1,21.0608257806062,-3.0574001356022,21.6877009182272,-3.73269480757244
1.106,21.1448956581667,-4.09655034813282,21.6835938835232,-4.12705847473102
1.222,21.2437159694129,-8.1191002113131,21.6786307999042,-4.55817650212
1.351,21.3283278780804,-2.08569962989455,21.6725384149315,-5.0370006982606
1.494,21.4470676649241,-5.7182403507939,21.6650825382012,-5.56696441814706
1.651,21.4333270611955,-12.5874266691927,21.6560506968107,-6.14771093340929
1.825,21.4479291334167,-13.6848428547568,21.6450129228318,-6.78985782290023
2.018,21.4485382013758,-13.8544954890532,21.6315154223223,-7.50011840232927
2.231,21.7138748975904,-5.85614994613933,21.6151021048817,-8.28129063355089
2.466,21.7339350834765,-8.25232190290568,21.5951678065564,-9.13955377420862
2.727,21.6707868712925,-11.7329305230963,21.5708145639035,-10.0879336270699
3.014,21.5786930009087,-14.8633489066162,21.5413921456336,-11.1243607719553
3.332,21.1807654067616,-27.3654036937069,21.5056256601435,-12.2641630417333
3.684,21.3416420443357,-23.0915211123135,21.4622522319078,-13.5144044691256
4.073,21.2772727661826,-24.1988198993105,21.4098385447114,-14.8809313434216
4.502,21.2161485763404,-25.3065308608313,21.3467837468834,-16.3680993530433
4.978,21.2379103238049,-24.3870166665191,21.270666745211,-17.9920038533339
5.503,21.1750016075427,-25.6916816805891,21.1796192945852,-19.7489746112848
6.083,21.3098891592398,-24.1735174529932,21.0709571113851,-21.6459383149535
6.725,21.3893913343473,-24.2048926068229,20.9415890662007,-23.6889800363054
7.435,21.3551239516434,-26.3475476616021,20.7884796281114,-25.8761882594385
8.219,21.2073873683861,-29.6663466942147,20.608607397789,-28.2005965197905
9.086,21.1128991238,-31.9338394551814,20.3983763273487,-30.6582708481775
10.045,20.9615436514688,-34.4706414499025,20.1544056182292,-33.2383162479379
11.105,20.7153333493291,-38.3100086313909,19.8737661912311,-35.9230192594982
12.277,20.4279560733904,-42.9049151102399,19.5536687997638,-38.6930936026769
13.572,19.975393763601,-48.6792250262297,19.1921918496658,-41.5229359761188
15.004,19.3833726563457,-54.6891311756041,18.7876362063028,-44.3880261282415
16.587,18.6884776513749,-60.9030559857279,18.3395021329342,-47.2590873824675
18.337,17.9190130078329,-67.0920741581945,17.8480220418053,-50.1075861642337
20.272,17.0949125146132,-73.2471543815714,17.3141882319986,-52.9064842586115
22.411,16.1877078270579,-78.9449936120992,16.7399950488596,-55.629852408622
24.776,15.3210073865685,-83.7308452755867,16.1278087335939,-58.2564668320678
27.39,14.4420503074583,-89.3568824719804,15.4807843922004,-60.7677585476303
30.28,13.6269891139417,-92.6775082593735,14.8019817308135,-63.1510889989691
33.475,12.8040112754923,-96.586397257942,14.0947806420689,-65.3972614280032
37.007,12.0320450087661,-101.544333791709,13.3625458320621,-67.5010760749606
40.911,11.1232353030364,-103.907599109477,12.6085698084223,-69.4607017780069
45.228,10.1409486743698,-108.326936771505,11.8355116736547,-71.2782327658667
50,8.95781835211054,-111.767166947877,11.0463595046211,-72.9565689791193
