experiment_dir,test_mae,test_rmse,test_r2,host_latency_ms,host_max_freq_hz,model_size_mb,n_params
archive_season1/archive_4/exp_A4_quat_kin_k7_Test-m2_S008_seed42,2.7103524208068848,3.356685161590576,,1.754,570.13,1.1621,304644
archive_season2/archive_6/exp_S2A6R_tiny_kinpower_w100_seed07_Test-m2_S004_seed42,2.712606191635132,3.319049835205078,,2.2724,440.07,0.0867,22720
archive_season2/archive_8/exp_S2A8F_feat_trunk_consistency_teacher_Test-m2_S002_seed42,2.715625286102295,3.542681932449341,,2.1428,466.69,0.8585,225042
archive_season2/archive_7/exp_S2A7F_feat_load_coupling_teacher_Test-m2_S005_seed42,2.745710611343384,3.4882073402404785,,2.2609,442.3,0.8548,224072
archive_season1/archive_3/exp_A3_motor_angle_Test-m2_S008_seed42,2.756527900695801,3.512282609939575,,1.8093,552.71,0.8488,222520
archive_season2/archive_8/exp_S2A8F_feat_short_worksplit_teacher_Test-m2_S005_seed42,2.7634289264678955,3.483614921569824,,2.3128,432.37,0.8607,225624
archive_season2/archive_6/exp_S2A6R_tiny_kinpower_w100_seed99_Test-m2_S005_seed42,2.778541088104248,3.5073530673980713,,1.7479,572.11,0.0867,22720
archive_season2/archive_6/exp_S2A6F_tiny_loadgate_kinpower_w100_smooth_Test-m2_S007_seed42,2.7819812297821045,3.8349907398223877,,2.5871,386.54,0.09,23597
archive_season1/archive_4/exp_A4_quat_noise_005_Test-m2_S008_seed42,2.8007538318634033,3.462707042694092,,1.8405,543.32,0.8503,222908
archive_season2/archive_6/exp_S2A6R_ctrl_teacher_kinpower_seed99_Test-m2_S004_seed42,2.801792860031128,3.415848731994629,,2.4311,411.33,0.8548,224072
archive_season2/archive_8/exp_S2A8F_feat_normload_worksplit_teacher_Test-m2_S004_seed42,2.8161637783050537,3.466215133666992,,2.2009,454.35,0.8607,225624
archive_season2/archive_3/exp_S2A3_repr_symyaw6_Test-m2_S008_seed42,2.817495107650757,3.453624725341797,,5.6194,177.95,0.8496,222714
etc/exp_no_torque_Test-m2_S008_seed42,2.8208696842193604,3.4794294834136963,,1.7505,571.27,0.8488,222520
archive_season2/archive_6/exp_S2A6F_tiny_kinpower_w100_Test-m2_S005_seed42,2.838615655899048,3.612351179122925,,2.3139,432.17,0.0867,22720
archive_season2/archive_6/exp_S2A6F_ctrl_teacher_kinpower_Test-m2_S004_seed42,2.8436310291290283,3.457224130630493,,2.5803,387.55,0.8548,224072
archive_season1/archive_3/exp_A3_dropout_03_Test-m2_S008_seed42,2.8553454875946045,3.5937106609344482,,1.7745,563.55,0.8474,222132
archive_season2/archive_8/exp_S2A8F_feat_normload_worksplit_teacher_Test-m2_S005_seed42,2.85609769821167,3.602921485900879,,2.264,441.69,0.8607,225624
archive_season1/archive_2/exp_A2_quaternion_Test-m2_S008_seed42,2.865471839904785,3.5498290061950684,,1.8018,554.99,0.8488,222520
archive_season2/archive_8/exp_S2A8F_feat_lag_teacher_Test-m2_S004_seed42,2.868372678756714,3.5006461143493652,,1.8173,550.27,0.8592,225236
archive_season1/archive_2/exp_A2_thigh_kinetics_Test-m2_S008_seed42,2.8689510822296143,3.591459035873413,,1.7767,562.84,0.8503,222908
archive_season2/archive_6/exp_S2A6R_tiny_kinpower_w100_seed99_Test-m2_S007_seed42,2.894932508468628,3.8608148097991943,,1.7137,583.53,0.0867,22720
archive_season1/archive_3/exp_A3_lr_0005_Test-m2_S008_seed42,2.9041266441345215,3.618959665298462,,1.7932,557.65,0.8474,222132
archive_season2/archive_8/exp_S2A8F_feat_trunk_consistency_teacher_Test-m2_S007_seed42,2.9181830883026123,3.831056833267212,,1.7498,571.5,0.8585,225042
archive_season2/archive_7/exp_S2A7F_feat_load_coupling_teacher_Test-m2_S004_seed42,2.9181971549987793,3.6076436042785645,,2.0432,489.44,0.8548,224072
archive_season2/archive_8/exp_S2A8F_feat_norm_load_coupling_teacher_Test-m2_S005_seed42,2.920480966567993,3.617499828338623,,2.3239,430.31,0.8592,225236
archive_season2/archive_6/exp_S2A6R_tiny_kinpower_w100_seed99_Test-m2_S004_seed42,2.9261341094970703,3.6184983253479004,,1.7324,577.25,0.0867,22720
archive_season2/archive_6/exp_S2A6R_tiny_kinpower_w100_seed07_Test-m2_S005_seed42,2.931504011154175,3.664738655090332,,2.9301,341.28,0.0867,22720
archive_season1/archive_2/exp_A2_thigh_gyro_Test-m2_S008_seed42,2.9323477745056152,3.6449708938598633,,1.7684,565.48,0.8496,222714
archive_season1/archive_3/exp_A3_win300_k7_Test-m2_S008_seed42,2.9329564571380615,3.622419834136963,,1.7366,575.84,1.1543,302580
archive_season2/archive_8/exp_S2A8F_feat_trunk_consistency_teacher_Test-m2_S004_seed42,2.9333407878875732,3.5244810581207275,,2.3067,433.53,0.8585,225042
archive_season1/archive_1/exp_full_features_Test-m2_S008_seed42,2.937004566192627,3.6738979816436768,,1.8613,537.26,0.8518,223296
archive_season2/archive_6/exp_S2A6R_tiny_kinpower_w100_seed07_Test-m2_S007_seed42,2.9388489723205566,3.892235517501831,,2.1668,461.52,0.0867,22720
archive_season2/archive_6/exp_S2A6F_tiny_loadgate_kinpower_w100_smooth_Test-m2_S004_seed42,2.940916061401367,3.643430709838867,,3.7435,267.13,0.09,23597
archive_season1/archive_2/exp_A2_quat_replace_euler_Test-m2_S008_seed42,2.9442837238311768,3.605516195297241,,1.7136,583.58,0.8466,221938
archive_season2/archive_7/exp_S2A7F_feat_worksplit_teacher_Test-m2_S004_seed42,2.952166795730591,3.5603671073913574,,1.8665,535.76,0.8592,225236
archive_season1/archive_2/exp_A2_mech_power_Test-m2_S008_seed42,2.9553062915802,3.637298345565796,,1.7651,566.53,0.8474,222132
archive_season1/archive_3/exp_A3_dropout_01_Test-m2_S008_seed42,2.9564785957336426,3.7082107067108154,,1.7301,577.99,0.8474,222132
archive_season2/archive_8/exp_S2A8F_feat_short_worksplit_teacher_Test-m2_S004_seed42,2.960228204727173,3.611844539642334,,1.9489,513.12,0.8607,225624
archive_season1/archive_3/exp_A3_epochs_50_Test-m2_S008_seed42,2.9693968296051025,3.7007782459259033,,1.8007,555.35,0.8474,222132
archive_season1/archive_3/exp_A3_channels_wide_Test-m2_S008_seed42,2.9700279235839844,3.7054638862609863,,1.8224,548.73,3.295,863764
archive_season2/archive_8/exp_S2A8F_feat_lag_teacher_Test-m2_S005_seed42,2.97318434715271,3.7630159854888916,,1.8575,538.34,0.8592,225236
archive_season2/archive_6/exp_S2A6F_tiny_kinpower_w100_Test-m2_S007_seed42,2.9762256145477295,3.872758388519287,,2.447,408.67,0.0867,22720
archive_season1/archive_2/exp_A2_thigh_lowdrop_Test-m2_S008_seed42,2.9886107444763184,3.725338935852051,,1.8172,550.29,0.8474,222132
archive_season2/archive_7/exp_S2A7F_feat_worksplit_teacher_Test-m2_S007_seed42,2.995513916015625,3.9143741130828857,,2.3984,416.95,0.8592,225236
archive_season1/archive_1/exp_full_imu_euler_Test-m2_S008_seed42,3.0051066875457764,3.839994192123413,,1.7116,584.25,0.8503,222908
archive_season2/archive_8/exp_S2A8F_feat_norm_worksplit_teacher_Test-m2_S007_seed42,3.018503189086914,3.950681209564209,,2.2456,445.31,0.8592,225236
archive_season2/archive_8/exp_S2A8F_ctrl_teacher_kinpower_Test-m2_S004_seed42,3.0197620391845703,3.6729867458343506,,2.3818,419.86,0.8548,224072
archive_season2/archive_8/exp_S2A8F_feat_normload_worksplit_teacher_Test-m2_S007_seed42,3.0226194858551025,3.923475742340088,,2.3331,428.61,0.8607,225624
archive_season1/archive_2/exp_A2_motor_angle_Test-m2_S008_seed42,3.0254275798797607,3.7834787368774414,,1.7943,557.33,0.8474,222132
archive_season2/archive_8/exp_S2A8F_feat_lag_teacher_Test-m2_S007_seed42,3.031654119491577,4.107626914978027,,1.8045,554.18,0.8592,225236
archive_season1/archive_2/exp_A2_win300_k7_Test-m2_S008_seed42,3.03843355178833,3.7668869495391846,,1.7897,558.74,1.1543,302580
archive_season2/archive_6/exp_S2A6R_ctrl_teacher_kinpower_seed07_Test-m2_S007_seed42,3.052438735961914,3.956650733947754,,2.3195,431.12,0.8548,224072
archive_season2/archive_8/exp_S2A8F_feat_short_worksplit_teacher_Test-m2_S007_seed42,3.0530734062194824,4.033781051635742,,2.3176,431.48,0.8607,225624
archive_season1/archive_2/exp_A2_thigh_gyro_e50_Test-m2_S008_seed42,3.0574097633361816,3.8025360107421875,,1.7158,582.83,0.8496,222714
archive_season1/archive_2/exp_A2_gyro_only_Test-m2_S008_seed42,3.0627846717834473,3.8456263542175293,,1.7812,561.41,0.8481,222326
archive_season2/archive_8/exp_S2A8F_feat_norm_load_coupling_teacher_Test-m2_S007_seed42,3.065436363220215,4.036559581756592,,2.3682,422.25,0.8592,225236
archive_season2/archive_6/exp_S2A6R_ctrl_teacher_kinpower_seed99_Test-m2_S007_seed42,3.0796279907226562,3.920196294784546,,1.9122,522.97,0.8548,224072
archive_season1/archive_1/exp_hip_velocity_Test-m2_S008_seed42,3.0980172157287598,3.909792184829712,,1.7285,578.52,0.8474,222132
archive_season1/archive_2/exp_A2_full_imu_Test-m2_S008_seed42,3.101928234100342,3.8934781551361084,,1.7799,561.83,0.8503,222908
archive_season1/archive_2/exp_A2_thigh_velocity_Test-m2_S008_seed42,3.106783151626587,3.872122049331665,,1.7363,575.93,0.8488,222520
archive_season2/archive_8/exp_S2A8F_feat_norm_worksplit_teacher_Test-m2_S004_seed42,3.1142587661743164,3.735949993133545,,2.2443,445.57,0.8592,225236
archive_season2/archive_7/exp_S2A7F_feat_load_coupling_teacher_Test-m2_S007_seed42,3.1159918308258057,4.132841110229492,,1.9271,518.92,0.8548,224072
archive_season1/archive_1/exp_gated_tcn_Test-m2_S008_seed42,3.1180810928344727,3.8695003986358643,,1.9097,523.64,0.8468,221991
archive_season2/archive_6/exp_S2A6F_ctrl_teacher_kinpower_Test-m2_S007_seed42,3.1208653450012207,4.029190540313721,,1.8315,546.0,0.8548,224072
archive_season1/archive_1/exp_low_dropout_Test-m2_S008_seed42,3.133206844329834,4.003277778625488,,1.7253,579.62,0.8459,221744
archive_season2/archive_7/exp_S2A7F_feat_impedance_teacher_Test-m2_S004_seed42,3.1351611614227295,3.8417718410491943,,2.1891,456.8,0.8607,225624
archive_season2/archive_8/exp_S2A8F_ctrl_teacher_kinpower_Test-m2_S007_seed42,3.1355514526367188,3.966855049133301,,2.3958,417.39,0.8548,224072
archive_season1/archive_5/exp_A5_deflection_Test-m2_S008_seed42,3.170827865600586,3.8825082778930664,,1.8543,539.29,0.8518,223296
archive_season1/archive_1/exp_euler_gyro_fusion_Test-m2_S008_seed42,3.1833810806274414,3.9756994247436523,,1.8147,551.05,0.8481,222326
archive_season1/archive_2/exp_A2_overground_accel_Test-m2_S008_seed42,3.1843719482421875,3.9624416828155518,,1.7678,565.67,0.8481,222326
archive_season2/archive_8/exp_S2A8F_feat_norm_load_coupling_teacher_Test-m2_S004_seed42,3.1867516040802,3.837087631225586,,2.6318,379.96,0.8592,225236
archive_season2/archive_7/exp_S2A7F_feat_impedance_teacher_Test-m2_S007_seed42,3.2099051475524902,4.0442047119140625,,2.1325,468.93,0.8607,225624
archive_season1/archive_1/exp_euler_accel_fusion_Test-m2_S008_seed42,3.2618775367736816,4.070074558258057,,1.7251,579.69,0.8481,222326
archive_season1/archive_2/exp_A2_accel_only_Test-m2_S008_seed42,3.362078905105591,4.142773151397705,,1.711,584.46,0.8481,222326
archive_season1/archive_1/exp_wider_tcn_Test-m2_S008_seed42,3.3661177158355713,4.254266262054443,,1.7541,570.09,3.2921,862992
archive_season1/archive_2/exp_A2_thigh_angle_Test-m2_S008_seed42,3.366783857345581,4.149062633514404,,1.7151,583.06,0.8474,222132
archive_season1/archive_1/exp_large_kernel_Test-m2_S008_seed42,3.393268585205078,4.29465389251709,,1.729,578.36,1.4587,382384
archive_season1/archive_1/exp_multi_head_mlp_Test-m2_S008_seed42,3.4247512817382812,4.371193885803223,,1.8222,548.78,0.9099,238512
archive_season1/archive_1/exp_win_300_Test-m2_S008_seed42,3.4347081184387207,4.364512920379639,,1.7849,560.24,0.8459,221744
archive_season1/archive_2/exp_A2_torque_dot_Test-m2_S008_seed42,3.438650131225586,4.2315673828125,,1.707,585.82,0.8474,222132
archive_season1/archive_1/exp_tcn_bigru_Test-m2_S008_seed42,3.446790933609009,4.357532024383545,,1.9079,524.12,1.1301,296240
archive_season1/archive_2/exp_A2_hip_thigh_both_Test-m2_S008_seed42,3.447875738143921,4.262224197387695,,1.8173,550.26,0.8474,222132
archive_season1/archive_1/exp_yaw_only_Test-m2_S008_seed42,3.4661707878112793,4.380630016326904,,1.7804,561.66,0.8444,221356
archive_season1/archive_1/exp_deeper_tcn_Test-m2_S008_seed42,3.489964723587036,4.429629325866699,,2.157,463.62,5.2321,1371568
archive_season1/archive_1/exp_multi_horizon_Test-m2_S008_seed42,3.5023975372314453,4.423248291015625,,1.8381,544.04,0.8459,221744
archive_season1/archive_1/exp_gait_phase_Test-m2_S008_seed42,3.5065205097198486,4.453340530395508,,1.7237,580.16,0.8474,222132
archive_season1/archive_1/exp_seq_output_25_Test-m2_S008_seed42,3.530522346496582,4.4617133140563965,,1.7147,583.2,0.8459,221744
archive_season1/archive_1/exp_tcn_gru_Test-m2_S008_seed42,3.5332202911376953,4.468322277069092,,1.8894,529.28,0.9724,254896
archive_season1/archive_2/exp_A2_asymmetry_Test-m2_S008_seed42,3.5612733364105225,4.350072860717773,,1.8334,545.42,0.8474,222132
archive_season1/archive_1/exp_win_400_Test-m2_S008_seed42,3.5674078464508057,4.505263328552246,,1.7715,564.5,0.8459,221744
archive_season2/archive_6/exp_S2A6F_tiny_kinpower_w100_Test-m2_S003_seed42,3.595677614212036,6.850222110748291,,2.2892,436.84,0.0867,22720
archive_season1/archive_1/exp_high_wd_Test-m2_S008_seed42,3.603055000305176,4.540478706359863,,1.8077,553.17,0.8459,221744
archive_season1/archive_1/exp_stride_01_Test-m2_S008_seed42,3.607468366622925,4.5674638748168945,,1.7303,577.92,0.8459,221744
archive_season1/archive_1/exp_low_lr_Test-m2_S008_seed42,3.609973669052124,4.583132743835449,,1.7339,576.75,0.8459,221744
archive_season2/archive_8/exp_S2A8F_feat_normload_worksplit_teacher_Test-m2_S003_seed42,3.625624418258667,6.873034477233887,,1.9309,517.9,0.8607,225624
archive_season1/archive_1/exp_seq_output_10_Test-m2_S008_seed42,3.6380560398101807,4.579170227050781,,1.7127,583.89,0.8459,221744
archive_season1/archive_1/exp_tcn_gru_deep_Test-m2_S008_seed42,3.6382346153259277,4.67781400680542,,1.9034,525.39,1.6017,419888
archive_season2/archive_8/exp_S2A8F_feat_trunk_consistency_teacher_Test-m2_S003_seed42,3.6521263122558594,6.911203861236572,,2.4145,414.17,0.8585,225042
archive_season1/archive_1/exp_win_100_Test-m2_S008_seed42,3.6615383625030518,4.627441883087158,,1.7244,579.91,0.8459,221744
archive_season2/archive_8/exp_S2A8F_ctrl_teacher_kinpower_Test-m2_S003_seed42,3.691718339920044,6.892798900604248,,2.3563,424.39,0.8548,224072
archive_season2/archive_8/exp_S2A8F_feat_norm_load_coupling_teacher_Test-m2_S003_seed42,3.7728657722473145,6.989664554595947,,2.6566,376.43,0.8592,225236
archive_season2/archive_6/exp_S2A6F_ctrl_teacher_kinpower_Test-m2_S003_seed42,3.7975683212280273,6.979098796844482,,2.4337,410.89,0.8548,224072
archive_season1/archive_1/exp_roll_pitch_only_Test-m2_S008_seed42,3.8556859493255615,4.798978328704834,,1.7909,558.39,0.8451,221550
archive_season2/archive_7/exp_S2A7F_feat_load_coupling_teacher_Test-m2_S003_seed42,3.878814697265625,7.026304244995117,,2.3822,419.78,0.8548,224072
archive_season2/archive_8/exp_S2A8F_feat_lag_teacher_Test-m2_S003_seed42,3.902627468109131,7.061407089233398,,1.8436,542.41,0.8592,225236
archive_season2/archive_6/exp_S2A6F_tiny_loadgate_kinpower_w100_smooth_Test-m2_S003_seed42,3.9218719005584717,7.1391472816467285,,3.3366,299.71,0.09,23597
archive_season1/archive_1/exp_high_dropout_Test-m2_S008_seed42,3.925621271133423,4.874000072479248,,1.7364,575.9,0.8459,221744
archive_season2/archive_8/exp_S2A8F_feat_short_worksplit_teacher_Test-m2_S003_seed42,3.940251588821411,7.109285354614258,,1.8448,542.07,0.8607,225624
archive_season2/archive_6/exp_S2A6R_ctrl_teacher_kinpower_seed99_Test-m2_S003_seed42,3.9489903450012207,7.102750778198242,,2.5734,388.58,0.8548,224072
archive_season1/archive_2/exp_A2_thigh_only_Test-m2_S008_seed42,3.977592945098877,4.876994609832764,,1.7328,577.1,0.8459,221744
archive_season2/archive_6/exp_S2A6R_ctrl_teacher_kinpower_seed07_Test-m2_S003_seed42,3.999805212020874,7.1757893562316895,,2.5219,396.52,0.8548,224072
archive_season2/archive_6/exp_S2A6R_tiny_kinpower_w100_seed99_Test-m2_S003_seed42,4.013239860534668,7.108240127563477,,1.7303,577.95,0.0867,22720
archive_season2/archive_8/exp_S2A8F_feat_norm_worksplit_teacher_Test-m2_S003_seed42,4.065643310546875,7.151487350463867,,2.5916,385.86,0.8592,225236
archive_season2/archive_7/exp_S2A7F_feat_worksplit_teacher_Test-m2_S003_seed42,4.0709733963012695,7.27470064163208,,2.1576,463.48,0.8592,225236
archive_season1/archive_1/exp_small_kernel_Test-m2_S008_seed42,4.096261978149414,5.08828067779541,,1.8536,539.48,0.5395,141424
archive_season2/archive_7/exp_S2A7F_feat_impedance_teacher_Test-m2_S003_seed42,4.1391072273254395,7.234326362609863,,2.3642,422.97,0.8607,225624
archive_season1/archive_1/exp_attention_v2_Test-m2_S008_seed42,4.1513214111328125,5.249180316925049,,1.8107,552.28,0.8464,221873
archive_season2/archive_6/exp_S2A6R_tiny_kinpower_w100_seed07_Test-m2_S003_seed42,4.2179365158081055,7.345795631408691,,2.4282,411.82,0.0867,22720
archive_season3/archive_1/exp_S3A1_fact_teacher_full_Test-m2_S008_seed42,4.866812229156494,6.477874279022217,,10.8611,92.07,0.2017,52876
archive_season1/archive_2/exp_A2_explicit_fusion_Test-m2_S008_seed42,4.968697547912598,5.992501735687256,,1.724,580.05,0.8503,222908
archive_season3/archive_1/exp_S3A1_fact_tiny_full_Test-m2_S008_seed42,5.013559341430664,6.654067039489746,,10.5856,94.47,0.0713,18680
archive_season3/archive_1/exp_S3A1_ctrl_tiny_thigh_Test-m2_S002_seed7,5.076191425323486,6.6904473304748535,,2.0325,491.99,0.0867,22720
archive_season3/archive_1/exp_S3A1_ctrl_tiny_thigh_Test-m2_S005_seed7,5.133540153503418,6.819648742675781,,2.3043,433.98,0.0867,22720
archive_season3/archive_1/exp_S3A1_fact_teacher_full_Test-m2_S002_seed7,5.144711971282959,6.763827800750732,,10.3021,97.07,0.2017,52876
archive_season3/archive_1/exp_S3A1_fact_tiny_full_Test-m2_S008_seed7,5.2323784828186035,6.935744762420654,,7.7702,128.7,0.0713,18680
archive_season3/archive_1/exp_S3A1_ctrl_tiny_thigh_Test-m2_S002_seed42,5.235469818115234,6.91450834274292,,2.4848,402.44,0.0867,22720
archive_season3/archive_1/exp_S3A1_fact_tiny_full_Test-m2_S005_seed42,5.266844272613525,6.908022880554199,,10.2191,97.86,0.0713,18680
archive_season3/archive_1/exp_S3A1_fact_teacher_full_Test-m2_S008_seed7,5.302845478057861,6.980831623077393,,6.9616,143.64,0.2017,52876
archive_season3/archive_1/exp_S3A1_fact_tiny_full_Test-m2_S002_seed42,5.344170093536377,6.971221923828125,,10.5945,94.39,0.0713,18680
archive_season3/archive_1/exp_S3A1_ctrl_teacher_thigh_Test-m2_S002_seed42,5.395800590515137,7.295466423034668,,2.6305,380.16,0.8548,224072
archive_season3/archive_1/exp_S3A1_fact_teacher_full_Test-m2_S002_seed42,5.5192060470581055,6.973730087280273,,13.8911,71.99,0.2017,52876
archive_season3/archive_1/exp_S3A1_ctrl_teacher_thigh_Test-m2_S008_seed42,5.523353576660156,7.209479331970215,,2.478,403.55,0.8548,224072
archive_season3/archive_1/exp_S3A1_ctrl_tiny_thigh_Test-m2_S008_seed42,5.540462017059326,7.325922012329102,,2.3537,424.86,0.0867,22720
archive_season3/archive_1/exp_S3A1_ctrl_teacher_thigh_Test-m2_S008_seed7,5.546390056610107,7.233243942260742,,2.4041,415.96,0.8548,224072
archive_season3/archive_1/exp_S3A1_fact_teacher_physonly_Test-m2_S008_seed7,5.550562858581543,7.338508605957031,,6.9885,143.09,0.1496,39222
archive_season3/archive_1/exp_S3A1_fact_tiny_full_Test-m2_S002_seed7,5.577983379364014,7.327514171600342,,7.7966,128.26,0.0713,18680
archive_season3/archive_1/exp_S3A1_ctrl_teacher_thigh_Test-m2_S002_seed7,5.624293804168701,7.6135358810424805,,2.6194,381.77,0.8548,224072
archive_season3/archive_1/exp_S3A1_ctrl_tiny_thigh_Test-m2_S008_seed7,5.636021614074707,7.333796977996826,,2.4327,411.06,0.0867,22720
archive_season3/archive_1/exp_S3A1_fact_teacher_full_Test-m2_S005_seed7,5.713118076324463,7.30639123916626,,7.364,135.8,0.2017,52876
archive_season3/archive_1/exp_S3A1_ctrl_teacher_thigh_Test-m2_S005_seed42,5.7541279792785645,7.404716968536377,,2.2477,444.9,0.8548,224072
archive_season3/archive_1/exp_S3A1_fact_tiny_full_Test-m2_S005_seed7,5.768552303314209,7.6995930671691895,,7.5823,131.89,0.0713,18680
archive_season3/archive_1/exp_S3A1_ctrl_teacher_thigh_Test-m2_S005_seed7,5.785411834716797,7.344452857971191,,2.5571,391.07,0.8548,224072
archive_season3/archive_1/exp_S3A1_lin_grouped_physics_Test-m2_S005_seed42,5.817526340484619,7.548163890838623,,3.869,258.46,0.0003,76
archive_season3/archive_1/exp_S3A1_ctrl_tiny_thigh_Test-m2_S005_seed42,5.822331428527832,7.805200099945068,,2.5536,391.6,0.0867,22720
archive_season3/archive_1/exp_S3A1_lin_grouped_physics_Test-m2_S005_seed7,5.833797454833984,7.566519737243652,,3.5403,282.46,0.0003,76
archive_season1/archive_2/exp_A2_deflection_Test-m2_S008_seed42,5.844889163970947,7.054990768432617,,1.797,556.48,0.8474,222132
archive_season3/archive_1/exp_S3A1_fact_teacher_physonly_Test-m2_S008_seed42,5.872471332550049,7.603562831878662,,8.3142,120.28,0.1496,39222
archive_season3/archive_1/exp_S3A1_fact_teacher_full_Test-m2_S005_seed42,6.063027858734131,7.7243547439575195,,9.9331,100.67,0.2017,52876
archive_season3/archive_1/exp_S3A1_lin_grouped_physics_Test-m2_S008_seed42,6.264861583709717,8.145868301391602,,3.4007,294.06,0.0003,76
archive_season3/archive_1/exp_S3A1_lin_grouped_physics_Test-m2_S008_seed7,6.298154354095459,8.182068824768066,,1.7965,556.65,0.0003,76
archive_season3/archive_1/exp_S3A1_fact_teacher_physonly_Test-m2_S005_seed42,6.581676483154297,8.296771049499512,,7.6515,130.69,0.1496,39222
archive_season3/archive_1/exp_S3A1_lin_grouped_physics_Test-m2_S002_seed42,7.269302845001221,9.526519775390625,,3.4396,290.73,0.0003,76
archive_season3/archive_1/exp_S3A1_lin_grouped_physics_Test-m2_S002_seed7,7.352774620056152,9.622610092163086,,2.1971,455.14,0.0003,76
archive_season3/archive_1/exp_S3A1_fact_teacher_physonly_Test-m2_S005_seed7,7.370611667633057,9.121759414672852,,7.7575,128.91,0.1496,39222
archive_season3/archive_1/exp_S3A1_fact_teacher_physonly_Test-m2_S002_seed42,9.06917953491211,11.069405555725098,,7.4833,133.63,0.1496,39222
archive_season3/archive_1/exp_S3A1_fact_teacher_physonly_Test-m2_S002_seed7,9.649328231811523,11.614891052246094,,7.4785,133.72,0.1496,39222
