experiment,n_folds,mae_mean,mae_std,rmse_mean,rmse_std,huber_mean,huber_std,params_mean,model_size_mb_mean,host_latency_ms_mean,host_max_freq_hz_mean
exp_S2A7F_feat_load_coupling_teacher,8,2.7000925838947296,0.6098475295744342,3.695231318473816,1.4404770370507147,2.4350254008150043,0.2720934982346276,224072.0,0.8548,2.1904624999999998,458.44875
exp_S2A7F_feat_worksplit_teacher,8,2.758179485797882,0.6187673168129958,3.746120184659958,1.481920642783527,2.4452170854059108,0.2812246650610331,225236.0,0.8592,2.2367749999999997,450.96625
exp_S2A7F_feat_impedance_teacher,8,2.8439253866672516,0.6489625690543283,3.834675669670105,1.45562886151512,2.5071034099113314,0.3277104341724598,225624.0,0.8607,2.21065,456.0325
