name,mae,rmse,lag_ms,smoothness,mean_abs_dv,p95_abs_dv,p99_abs_dv,max_abs_dv,mean_abs_acc,p95_abs_acc,p99_abs_acc,max_abs_acc,mean_abs_jerk,p95_abs_jerk,median_seg_p99_acc,max_seg_p99_acc
exp_WG_S1A2_raw_full_w200_cmp_clamp06_Test-m2_S008_seed42,0.025998251512646675,0.037373725324869156,-1.0,0.0019520869245752692,0.0013383207842707634,0.0059999823570251465,0.006000012159347534,0.05731615424156189,0.13383209705352783,0.5999982357025146,0.6000012159347534,5.7316155433654785,6.188898086547852,20.46162223815918,0.599999725818634,0.6000041961669922
exp_WG_S1A2_raw_full_w200_cmp_clamp07_Test-m2_S008_seed42,0.02599663846194744,0.03740847110748291,-0.5,0.0020182300359010696,0.0013504433445632458,0.005781177431344986,0.00700002908706665,0.05731615424156189,0.13504429161548615,0.5781177282333374,0.700002908706665,5.7316155433654785,6.513416767120361,21.528005599975586,0.700002908706665,0.700002908706665
exp_WG_S1A2_raw_full_w200_cmp_clamp08_Test-m2_S008_seed42,0.025996822863817215,0.0374303013086319,-0.5,0.002069668145850301,0.0013588470173999667,0.005402803421020508,0.008000016212463379,0.05731615424156189,0.13588471710681915,0.5402803421020508,0.8000016212463379,5.7316155433654785,6.748344898223877,22.36545181274414,0.8000016212463379,0.8000016212463379
exp_WG_S1A2_raw_full_w200_cmp_clamp20_Test-m2_S008_seed42,0.02597714215517044,0.03746126964688301,0.0,0.0022500997874885798,0.0013768878998234868,0.005028547719120979,0.00958753377199173,0.05731615424156189,0.1376888006925583,0.5028547644615173,0.9587533473968506,5.7316155433654785,7.415183067321777,24.737119674682617,0.8465515375137329,1.4330254793167114
