group,mae,rmse,r2,lag_ms,mae_delta,mae_pct_change
exp_WG_S1A2_raw_full_w200_cmp_clamp20,0.025977142,0.03746127,0.98980063,0.0,0.025977142,0.0
exp_WG_S1A2_raw_full_w200_cmp_clamp07,0.025996638,0.03740847,0.98982936,-0.5,0.025996638,0.0
exp_WG_S1A2_raw_full_w200_cmp_clamp08,0.025996823,0.0374303,0.9898175,-0.5,0.025996823,0.0
exp_WG_S1A2_raw_full_w200_cmp_clamp06,0.025998252,0.037373725,0.98984826,-1.0,0.025998252,0.0
