1,-1.38758817909013,-63.6453054265626,-1.45351605681137,-63.1173407771552
1.106,-2.15687696164596,-64.8774229878477,-2.16347459904008,-65.3750740088702
1.222,-2.93356182386658,-66.0889570847921,-2.89125167829733,-67.4688115118338
1.351,-3.64619693660368,-67.0225572725946,-3.64539424585457,-69.4319289734812
1.494,-4.46412375700763,-67.6555508999547,-4.42048062924889,-71.2567472168368
1.651,-5.34641964318935,-68.3358458566714,-5.2064125895438,-72.9306131334322
1.825,-6.06884624363517,-68.9148325891725,-6.00824100556164,-74.4757718911868
2.018,-6.82915186803621,-69.6738633545715,-6.82437215363523,-75.8983468792699
2.231,-7.72188230326815,-70.2856329322842,-7.64880854353415,-77.1981025283991
2.466,-8.55509471801972,-70.7990848758138,-8.479801541341,-78.3832495340659
2.727,-9.32902031840764,-71.0898969319667,-9.3214286439175,-79.4689471498278
3.014,-10.1657966189344,-71.7227988055063,-10.1641978634248,-80.4523371548476
3.332,-10.9503078803291,-72.0319784067831,-11.0136599232248,-81.3490550901163
3.684,-11.8752324379549,-72.6331312787163,-11.8680360512571,-82.1648414402241
4.073,-12.8518197697022,-73.29103288108,-12.7252264708902,-82.9051324146723
4.502,-13.4769380925243,-73.8508653853609,-13.583006345808,-83.5752630136168
4.978,-14.2895159732795,-74.3335946201952,-14.4460808133952,-84.1851715228105
5.503,-15.2871520053303,-75.0790314322076,-15.3088656745196,-84.736642397125
6.083,-15.9776041279531,-75.9133563106256,-16.1725897186475,-85.2360608892794
6.725,-16.8619391046704,-77.0202707197747,-17.0386294372164,-85.6890445012011
7.435,-17.4389473349015,-79.5939411322956,-17.9059378342469,-86.0993785858307
8.219,-18.0555901053074,-80.7993727809625,-18.7730452216647,-86.4704639637011
9.086,-18.8068978635745,-82.0685202623883,-19.6411278618444,-86.8065239684477
10.045,-20.052174323648,-82.3984784561538,-20.5102207390984,-87.1108626221468
11.105,-21.5067657765665,-83.4133096423813,-21.379586917335,-87.3862354282691
12.277,-22.118531492226,-83.6632118220368,-22.2494183816799,-87.6354552677497
13.572,-22.1049773569755,-83.9568591129148,-23.1191066516646,-87.8608524760356
15.004,-24.0212484314506,-85.4834884583086,-23.9892707129547,-88.0648519103227
16.587,-25.6286513124077,-87.2864394611342,-24.8595862614869,-88.249414091019
18.337,-25.0688185299045,-88.0810583444143,-25.730058330073,-88.41639250422
20.272,-24.5679256778543,-88.8207445385993,-26.6008215634773,-88.5674844707537
22.411,-25.453820993118,-90.2715894187909,-27.4716209064604,-88.7041606937533
24.776,-26.5968676776595,-92.5073282548443,-28.3426162300479,-88.82781906478
27.39,-27.8423222289258,-95.507263735673,-29.2135026636809,-88.9396607777498
30.28,-29.0101856004749,-98.5092878997497,-30.0845090837215,-89.0408423391176
33.475,-30.2019523535874,-101.554650212251,-30.9555821562109,-89.1323737972668
37.007,-31.3568551545937,-105.256005607345,-31.8266670311924,-89.2151703552051
40.911,-32.4281658612656,-109.402956092888,-32.6976432392481,-89.2900559553899
45.228,-33.8131601087874,-114.053522626586,-33.5688677948536,-89.3578139421928
50,-34.8325050652711,-120.286018047017,-34.4400210433785,-89.4190997580095
