group,mae,rmse,r2,lag_ms,mae_delta,mae_pct_change
exp_S2A3_ref_euler_quat,1.903664,2.4508302,0.9815553,4.0,1.903664,0.0
exp_S2A3_repr_rawimu6_quat,2.0860631,2.633499,0.9787033,2.0,2.0860631,0.0
exp_S2A3_repr_gravity6_quat,2.158981,2.7362418,0.9770092,-0.5,2.158981,0.0
exp_S2A3_repr_rawimu6,2.2306936,2.8145163,0.975675,3.0,2.2306936,0.0
exp_S2A3_repr_symyaw6_quat,2.257893,2.8111722,0.97573274,2.0,2.257893,0.0
exp_S2A3_repr_gravity6,2.3708048,2.9274642,0.9736834,-1.0,2.3708048,0.0
exp_S2A3_repr_bodypca6_quat,2.4869494438171387,3.185138940811157,,,2.4869494438171387,0.0
exp_S2A3_repr_bodypca6,2.6772954,3.3140664,0.9662737,3.0,2.6772954,0.0
exp_S2A3_repr_symyaw6,2.7656214,3.3898036,0.9647146,2.5,2.7656214,0.0
