feature,subject,q01,q99,range_width,dominant_freq_hz,periodicity_score,autocorr_similarity,trace_similarity,range_width_z,dominant_freq_z,periodicity_z,autocorr_similarity_z,trace_similarity_z
left_hip_angle,S003,-18.3472,33.6182,51.9654,0.8443129873621941,0.9307785765468325,0.9803396655235123,0.23494498309814213,5.015479514539376,-0.10495066814880107,1.7836980435994731,0.22363831752116325,-1.4459926936345733
left_hip_angle,S005,-5.5151,45.6592,51.1743,0.9075863541722279,0.8885254556509384,0.6606754263262092,0.30763254207197066,4.39280963954395,2.0890918324435743,-0.7902267775329185,-7.671028991103259,-0.5492992404075038
left_hip_angle,S007,-6.9653,37.6611,44.6264,0.9127839911730778,0.8992732175782489,0.8266299797189205,0.37862093200637725,-0.7610016036396501,2.269323058588915,-0.1355075376337839,-3.5724911293872044,0.32643280243399525
left_thigh_angle,S002,-15.9521,27.591100000000015,43.54320000000001,0.8007903905153138,0.9333513396305357,0.8256472985357807,0.25115544671365125,-0.9874889553763784,-1.6141232004860617,3.3560016170624887,-3.5709702563349386,-0.8890018374220533
left_thigh_angle,S005,-10.3271,39.8364,50.1635,0.9075863541722279,0.8831615073192053,0.6587507508033341,0.29219879312257013,1.7221759903381946,2.0890918324435743,-0.5214131469641057,-7.665896840172192,-0.45999814167303843
left_thigh_angle,S007,-9.8218,33.8379,43.6597,0.9127839911730778,0.8832191815206719,0.8251350699218912,0.36941077022355423,-0.9398059249735695,2.269323058588915,-0.5169575273700218,-3.5835381530141475,0.3470565073897013
mech_power_right,S004,-5.739800000000001,5.356937599999989,11.09673759999999,3.391219712104913,0.13531018548769733,0.9891428186832102,0.2486567533949103,0.7242318655165928,0.7198569449803564,1.802992332367749,-6.343909337789795,-0.027243458756420636
right_hip_angle,S002,-14.0405,30.52,44.5605,0.8007903905153138,0.9091015197649328,0.8238655703915205,0.2668817760309662,-1.0144144056399247,-1.6141232004860617,0.9237338886884033,-3.574831460721966,-0.8433611925427306
right_hip_angle,S005,-3.6255,44.7363,48.3618,0.9075863541722279,0.8802126792890089,0.6655039169612912,0.29321069419017415,0.8525363702970578,2.0890918324435743,-4.297947899540647,-7.416322654096558,-0.48764238402956683
right_thigh_angle,S002,-14.1724,29.9268,44.099199999999996,0.8007903905153138,0.8994197308667334,0.8230123957467707,0.26031673148917267,-1.387179393098497,-1.6141232004860617,0.36932943095659937,-3.513524650608589,-0.827714221674663
right_thigh_angle,S005,-9.19993,39.0894,48.28933,0.9075863541722279,0.8710369525190259,0.6653519658855322,0.2867368316828119,0.8172663119129945,2.0890918324435743,-1.410616816357012,-7.266326431118017,-0.46740019500975205
right_torque,S005,-0.0403,0.0403,0.0806,1.9326250600608619,0.11581904846869699,0.9912296241050339,0.30012474294877506,0.6744997501852777,-0.18887640595875507,2.0540294918369133,-4.18150536018948,-0.6450922716368375
