feature,subject,q01,q99,range_width,dominant_freq_hz,periodicity_score,autocorr_similarity,trace_similarity,range_width_z,dominant_freq_z,periodicity_z,autocorr_similarity_z,trace_similarity_z
a_tread,S005,-0.6872249999999969,0.606900000000003,1.2941249999999997,3.875927606641397,0.21537572525383952,0.5389483367787375,0.3290030990247936,0.5168356177614579,3.811350329790546,-0.7469014118673927,-26.52936908706362,-0.475414875629618
euler_roll,S006,-19.09712768637803,31.69608868457814,50.79321637095617,0.8797193276430854,0.8795934834686534,0.9658528987458905,0.35410085926270196,-4.162187610252202,1.1227857284292357,1.259951973746972,-0.12806510884287456,1.060758817812294
euler_pitch,S006,-82.18077194969928,-74.92385552965028,7.256916420048995,1.7594386552861707,0.19254363677473732,0.9901084166596475,0.9130514054424596,-0.11761714210793918,0.39540667131962287,-0.03514984360578327,0.2804541178503396,0.1001865034666617
euler_yaw,S006,-3.1100767914119847,4.283938971088921,7.394015762500906,0.8797193276430854,0.6810419790334798,0.9277500468347833,0.5446758870256696,-1.6360431839560072,1.1227857284292357,0.2400974478090066,0.0893699975718577,-10.82596188207087
left_hip_angle,S006,-6.438,36.7383,43.176300000000005,0.8797193276430854,0.9037221558867317,0.96222891561321,0.3610688366543645,-1.9023662676907949,1.1227857284292357,0.1355075376337907,-0.22363831752116597,0.10990539093797923
right_hip_angle,S006,-10.5688,33.2007,43.769499999999994,0.8797193276430854,0.8949198890422696,0.962640401970674,0.32983531004632255,-1.4029020450701615,1.1227857284292357,-1.639607583380556,-0.20847172763018154,0.007177214551058922
left_torque,S006,-0.0458,0.0458,0.0916,1.7594386552861707,0.08960860159362648,0.9936113789376836,0.3277502412473177,-0.29255418161997904,-0.05124639497958939,-0.6887617134330285,0.9422141116221249,0.946191367975839
right_torque,S006,-0.0403,0.0403,0.0806,1.7594386552861707,0.10269237162940531,0.9930331837468177,0.29971549320499424,0.6744997501852777,-0.375716645201046,0.5583055360384817,0.6674851935316727,-0.7039074409339328
left_thigh_angle,S006,-6.5259,38.4302,44.9561,0.8797193276430854,0.8966023314748631,0.9616375029563512,0.3494529628935497,-0.40919407420783754,1.1227857284292357,0.5169575273700218,-0.23435298779814323,0.1384484417043417
right_thigh_angle,S006,-10.459,34.0796,44.5386,0.8797193276430854,0.8663540087279793,0.9614099277182064,0.3305834189815257,-1.1560091328005915,1.1227857284292357,-1.7042944868493104,-0.21923891982861365,0.13057408628830688
deflection_left,S006,-0.2857000000000003,1.4721000000000002,1.7578000000000005,0.8797193276430854,0.8914877214123204,0.9682043312755068,0.5792532215676941,0.1618112480458306,0.41657082023051,0.2839728082597244,-0.04282544426596789,2.1380251783687343
deflection_right,S006,1.4942000000000029,3.2520000000000007,1.7577999999999978,0.8797193276430854,0.8918893208481072,0.9681626357658625,0.8268308980617192,0.2155846370018696,0.41657082023051,0.2699589704244192,-0.04143892866398868,4.901330759033053
asymmetry_hip_diff,S006,-32.937,40.71627600000002,73.65327600000002,0.8797193276430854,0.9716192145338163,0.9629118880974016,0.32838489584086483,-2.0856207410221046,1.1227857284292357,-0.6937235389702147,-0.2326708994759735,0.21721516207759953
asymmetry_torque_diff,S006,-0.062200000000000005,0.0605,0.1227,0.8797193276430854,0.10503980383206923,0.9920804798314526,0.31687676651118296,-0.5839241573793224,0.2270920694199911,0.13176355715886,-0.6426811983334748,0.3971410907641271
asymmetry_thigh_diff,S006,-32.958999999999996,40.7592,73.7182,0.8797193276430854,0.9716301079353101,0.9629160693421244,0.32830793145997456,-2.0796069952630436,1.1227857284292357,-0.6979295532293034,-0.2326507092090065,0.216273143730347
mech_power_left,S006,-5.82661596,5.802286080000032,11.628902040000032,4.382887364507514,0.08705281162380513,0.9920215013208077,0.22584004334398908,-0.048850540822707206,0.6253178503898601,-0.38852704403550525,-1.8892750858613152,-1.053229560245792
mech_power_right,S006,-4.85989104,5.046636880000006,9.906527920000006,0.8797193276430854,0.0890820021533303,0.9924407892719732,0.24520799795571546,-0.2240670539632129,-2.3665961979508414,-0.7260343057413566,0.7006054597420205,-1.4491936548425806
global_accel_x_overground,S006,-2.4419109635752596,3.844378865414909,6.286289828990169,1.7594386552861707,0.4828178699292688,0.8080028609109503,0.273696605900048,1.6672214591094048,0.6428649893033784,0.8588939226861974,-0.37815771337005644,-1.7523468526321844
global_accel_y_overground,S006,-3.951827812752496,4.108137012548472,8.059964825300968,0.8797193276430854,0.5721985035565362,0.8405460082334516,0.23646797591333404,1.0620170259748352,1.1227857284292357,1.6748848686342013,-0.21796305553991321,-3.7594809939017373
a_tread,S006,-0.7675499999999946,0.6604499999999958,1.4279999999999904,3.5241137351416456,0.46215763327340237,0.9526659371752896,0.3301544475675206,1.7815231000486418,1.0798688830691907,1.0189804192644645,-1.0692752074113632,-0.4279205240468513
euler_roll,S007,-44.57263855143793,24.14461155633178,68.71725010776971,0.9127839911730778,0.7700748936465059,0.8659505614577241,0.26896634948802556,-0.23314339257169744,2.269323058588915,-0.01553081478421325,-3.382966068862251,-0.054842878022601196
euler_pitch,S007,-83.95950288386064,-77.58027272615803,6.379230157702608,1.8205526856913588,0.14956713085107462,0.9825303403041733,0.9349864635843356,-0.7354860447083479,0.7632405292315048,-1.0307283851505677,-0.2804541178503396,1.7093586558300444
euler_yaw,S007,-1.437285255566296,20.52461560422886,21.961900859795154,0.9127839911730778,0.7477994925827838,0.8882088632393034,0.9573684530793304,0.275875803831627,2.269323058588915,0.8819216175265346,-0.775488056808833,0.20412752290997435
left_hip_angle,S007,-6.9653,37.6611,44.6264,0.9127839911730778,0.8992732175782489,0.8266299797189205,0.37862093200637725,-0.7610016036396501,2.269323058588915,-0.1355075376337839,-3.5724911293872044,0.32643280243399525
