time_s,pc_time_s,seq_id,module_id,tx_drops,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MotorAngle_L,MotorAngle_R,MotorTorque_L,MotorTorque_R
4.575000,4.595161,61776,16,0,0.019154,9.797073,0.004788,-1.190186,-0.061035,-0.244141,-25.400391,13.227539,0.010986,0.020142
4.576000,4.595169,61777,16,0,-0.047884,9.744401,-0.031125,-1.190186,0.091553,-0.091553,-25.400391,13.227539,0.000000,0.014648
4.577000,4.595177,61778,16,0,-0.057461,9.734824,-0.090980,-1.403809,-0.122070,0.000000,-25.400391,13.227539,0.003662,-0.007324
4.578000,4.595186,61779,16,0,0.014365,9.787497,-0.043096,-1.525879,-0.244141,-0.244141,-25.400391,13.227539,-0.021973,0.021973
4.579000,4.595195,61780,16,0,0.107739,9.859323,0.050278,-1.312256,-0.061035,-0.335693,-25.400391,13.227539,-0.007324,-0.010986
4.580000,4.595203,61781,16,0,0.033519,9.801862,0.050278,-1.251221,0.152588,-0.244141,-25.400391,13.227539,-0.009155,-0.010986
4.581000,4.595211,61782,16,0,-0.028730,9.734824,-0.088585,-1.251221,0.183105,-0.274658,-25.400391,13.227539,0.042114,0.003662
4.582000,4.595219,61783,16,0,-0.016759,9.710882,-0.090980,-1.159668,0.000000,-0.183105,-25.400391,13.227539,0.014648,-0.001831
4.583000,4.595227,61784,16,0,0.031125,9.768343,-0.026336,-1.251221,-0.244141,-0.244141,-25.400391,13.227539,0.003662,0.000000
4.584000,4.595235,61785,16,0,0.083797,9.844957,-0.007183,-1.342773,-0.213623,-0.335693,-25.400391,13.227539,-0.010986,0.020142
4.585000,4.595243,61786,16,0,-0.009577,9.777920,-0.021548,-1.403809,-0.030518,-0.274658,-25.400391,13.227539,0.009155,-0.003662
4.586000,4.595251,61787,16,0,-0.069432,9.744401,-0.062249,-1.403809,0.000000,-0.274658,-25.400391,13.227539,0.020142,-0.007324
4.587000,4.595260,61788,16,0,-0.007183,9.801862,-0.105345,-1.251221,-0.091553,-0.305176,-25.400391,13.227539,-0.003662,-0.007324
4.588000,4.595268,61789,16,0,0.004788,9.844957,0.000000,-1.037598,-0.061035,-0.213623,-25.400391,13.227539,0.020142,-0.005493
4.589000,4.595276,61790,16,0,-0.033519,9.787497,0.153229,-0.976562,0.091553,-0.152588,-25.400391,13.227539,0.016479,0.005493
4.590000,4.595284,61791,16,0,-0.057461,9.763555,0.021548,-1.098633,0.122070,-0.122070,-25.400391,13.227539,-0.010986,-0.007324
4.591000,4.595292,61792,16,0,-0.050278,9.792285,-0.155623,-1.251221,0.030518,-0.152588,-25.400391,13.227539,-0.012817,0.009155
4.592000,4.621375,61793,16,0,-0.023942,9.758766,-0.067038,-1.312256,-0.091553,-0.335693,-25.400391,13.227539,-0.007324,0.007324
4.593000,4.621407,61794,16,0,-0.007183,9.753978,0.033519,-1.403809,-0.091553,-0.427246,-25.400391,13.227539,-0.012817,0.009155
4.594000,4.621418,61795,16,0,0.028730,9.801862,0.019154,-1.281738,-0.030518,-0.366211,-25.400391,13.227539,0.023804,-0.010986
4.595000,4.621427,61796,16,0,0.031125,9.811439,-0.021548,-1.251221,0.000000,-0.335693,-25.400391,13.227539,0.014648,-0.014648
4.596000,4.621435,61797,16,0,-0.026336,9.763555,-0.076614,-1.403809,-0.030518,-0.244141,-25.400391,13.227539,0.021973,-0.012817
4.597000,4.621444,61798,16,0,0.000000,9.758766,-0.050278,-1.342773,-0.122070,-0.030518,-25.400391,13.227539,-0.005493,0.014648
4.598000,4.621452,61799,16,0,0.069432,9.777920,-0.007183,-1.342773,-0.061035,0.000000,-25.400391,13.227539,-0.007324,0.016479
4.599000,4.621461,61800,16,0,0.050278,9.725247,0.052672,-1.434326,0.000000,-0.244141,-25.400391,13.227539,0.018311,0.005493
4.600000,4.621469,61801,16,0,-0.011971,9.782708,0.000000,-1.586914,0.061035,-0.366211,-25.400391,13.227539,-0.009155,-0.005493
4.601000,4.621478,61802,16,0,-0.040701,9.828198,-0.081403,-1.525879,-0.030518,-0.335693,-25.400391,13.227539,-0.016479,0.009155
4.602000,4.621486,61803,16,0,0.000000,9.787497,-0.004788,-1.464844,-0.091553,-0.213623,-25.400391,13.227539,-0.001831,-0.007324
4.603000,4.621495,61804,16,0,0.040701,9.773131,0.040701,-1.403809,-0.030518,-0.244141,-25.400391,13.227539,0.005493,-0.018311
4.604000,4.621504,61805,16,0,0.021548,9.753978,-0.055067,-1.312256,-0.030518,-0.457764,-25.400391,13.227539,-0.005493,-0.003662
4.605000,4.621512,61806,16,0,-0.016759,9.801862,-0.062249,-1.281738,-0.061035,-0.488281,-25.400391,13.227539,0.025635,-0.001831
4.606000,4.621521,61807,16,0,-0.016759,9.782708,0.069432,-1.403809,-0.183105,-0.549316,-25.400391,13.227539,0.016479,0.014648
4.607000,4.621529,61808,16,0,-0.033519,9.744401,0.033519,-1.495361,-0.030518,-0.366211,-25.400391,13.227539,0.007324,-0.020142
4.608000,4.621537,61809,16,0,-0.031125,9.744401,-0.083797,-1.464844,-0.030518,-0.244141,-25.400391,13.227539,0.007324,-0.032959
4.609000,4.621545,61810,16,0,0.023942,9.768343,-0.088585,-1.312256,-0.061035,-0.335693,-25.400391,13.227539,0.021973,0.000000
4.610000,4.621554,61811,16,0,0.031125,9.811439,0.000000,-1.403809,-0.091553,-0.396729,-25.400391,13.227539,0.012817,-0.003662
4.611000,4.621562,61812,16,0,0.040701,9.842564,0.026336,-1.403809,-0.061035,-0.488281,-25.400391,13.227539,-0.014648,-0.014648
4.612000,4.621570,61813,16,0,-0.004788,9.816227,0.045490,-1.342773,0.000000,-0.610352,-25.400391,13.227539,0.010986,-0.007324
4.613000,4.621579,61814,16,0,-0.081403,9.739613,-0.011971,-1.220703,0.000000,-0.396729,-25.400391,13.227539,-0.016479,0.007324
4.614000,4.621588,61815,16,0,-0.079009,9.730036,-0.059855,-1.220703,-0.122070,-0.274658,-25.400391,13.227539,0.010986,0.001831
4.615000,4.648235,61816,16,0,0.000000,9.768343,0.076614,-1.190186,0.000000,-0.274658,-25.400391,13.227539,0.000000,-0.014648
4.616000,4.648266,61817,16,0,0.028730,9.797073,0.045490,-1.251221,0.000000,-0.213623,-25.400391,13.227539,0.003662,0.012817
4.617000,4.648277,61818,16,0,0.021548,9.777920,-0.110133,-1.220703,-0.091553,-0.274658,-25.400391,13.227539,0.007324,0.014648
4.618000,4.648286,61819,16,0,0.026336,9.715671,-0.131681,-1.190186,-0.091553,-0.274658,-25.400391,13.227539,-0.003662,0.012817
4.619000,4.648295,61820,16,0,0.026336,9.725247,-0.004788,-1.220703,0.000000,-0.183105,-25.400391,13.227539,-0.009155,0.014648
4.620000,4.648306,61821,16,0,0.067038,9.787497,0.033519,-1.190186,0.000000,-0.305176,-25.400391,13.227539,0.009155,-0.016479
4.621000,4.648314,61822,16,0,0.000000,9.753978,-0.007183,-1.281738,-0.091553,-0.366211,-25.400391,13.227539,-0.010986,-0.014648
4.622000,4.648322,61823,16,0,-0.083797,9.653421,0.026336,-1.373291,-0.122070,-0.183105,-25.400391,13.227539,-0.007324,-0.018311
4.623000,4.648329,61824,16,0,-0.011971,9.720459,-0.014365,-1.281738,-0.152588,-0.091553,-25.400391,13.227539,-0.009155,0.003662
4.624000,4.648337,61825,16,0,0.009577,9.792285,-0.100556,-1.220703,-0.274658,-0.213623,-25.400391,13.227539,-0.003662,-0.012817
4.625000,4.648345,61826,16,0,0.009577,9.813833,-0.021548,-1.251221,-0.091553,-0.244141,-25.400391,13.227539,-0.016479,0.003662
4.626000,4.648352,61827,16,0,0.045490,9.821015,0.040701,-1.281738,0.091553,-0.213623,-25.400391,13.227539,0.021973,-0.007324
4.627000,4.648360,61828,16,0,-0.016759,9.758766,-0.026336,-1.373291,0.122070,-0.274658,-25.400391,13.227539,0.014648,0.009155
4.628000,4.648367,61829,16,0,-0.050278,9.768343,0.000000,-1.373291,0.000000,-0.335693,-25.400391,13.227539,-0.012817,-0.012817
4.629000,4.648376,61830,16,0,-0.002394,9.813833,0.098162,-1.342773,-0.030518,-0.122070,-25.400391,13.227539,-0.003662,-0.020142
4.630000,4.648385,61831,16,0,-0.026336,9.806650,0.076614,-1.342773,0.152588,-0.244141,-25.400391,13.227539,-0.003662,-0.021973
4.631000,4.648393,61832,16,0,-0.067038,9.758766,-0.055067,-1.342773,-0.091553,-0.305176,-25.400391,13.227539,0.010986,0.003662
4.632000,4.648402,61833,16,0,-0.004788,9.706094,-0.100556,-1.220703,-0.183105,-0.183105,-25.400391,13.227539,0.007324,0.010986
4.633000,4.648409,61834,16,0,0.033519,9.730036,-0.055067,-1.068115,-0.122070,-0.091553,-25.400391,13.227539,-0.012817,-0.009155
4.634000,4.648417,61835,16,0,0.050278,9.813833,-0.002394,-1.251221,-0.122070,-0.305176,-25.400391,13.227539,-0.014648,-0.012817
4.635000,4.648426,61836,16,0,0.050278,9.792285,0.031125,-1.251221,0.030518,-0.274658,-25.400391,13.227539,0.010986,0.014648
4.636000,4.648434,61837,16,0,0.000000,9.744401,-0.014365,-1.403809,0.122070,-0.122070,-25.400391,13.227539,-0.005493,0.007324
4.637000,4.648443,61838,16,0,0.007183,9.821015,-0.074220,-1.464844,-0.030518,-0.213623,-25.400391,13.227539,0.009155,-0.010986
4.638000,4.648451,61839,16,0,0.016759,9.797073,-0.007183,-1.312256,-0.091553,-0.274658,-25.400391,13.227539,0.018311,-0.016479
4.639000,4.648459,61840,16,0,0.038307,9.744401,0.088585,-1.373291,-0.030518,-0.213623,-25.400391,13.227539,0.001831,0.003662
4.640000,4.648468,61841,16,0,0.016759,9.792285,-0.045490,-1.434326,-0.091553,-0.335693,-25.400391,13.227539,0.027466,0.009155
4.641000,4.648477,61842,16,0,-0.002394,9.821015,-0.153229,-1.220703,-0.122070,-0.244141,-25.400391,13.227539,-0.001831,0.005493
4.642000,4.648485,61843,16,0,0.040701,9.823410,0.016759,-1.190186,-0.152588,-0.274658,-25.400391,13.227539,-0.003662,-0.007324
4.643000,4.648493,61844,16,0,0.023942,9.777920,0.112527,-1.251221,-0.091553,-0.457764,-25.400391,13.227539,0.007324,-0.020142
4.644000,4.648501,61845,16,0,-0.031125,9.753978,-0.011971,-1.342773,0.030518,-0.366211,-25.400391,13.227539,0.014648,0.012817
4.645000,4.648509,61846,16,0,-0.016759,9.806650,-0.069432,-1.373291,-0.030518,-0.244141,-25.400391,13.227539,0.010986,0.001831
4.646000,4.648517,61847,16,0,0.033519,9.811439,0.011971,-1.464844,-0.152588,-0.274658,-25.400391,13.227539,0.023804,0.012817
4.647000,4.688021,61848,16,0,0.021548,9.801862,0.050278,-1.312256,-0.091553,-0.244141,-25.400391,13.227539,0.007324,0.021973
4.648000,4.688058,61849,16,0,-0.009577,9.818622,-0.067038,-1.312256,-0.030518,-0.091553,-25.400391,13.227539,0.009155,-0.021973
4.649000,4.688070,61850,16,0,-0.038307,9.797073,-0.165200,-1.220703,-0.183105,-0.030518,-25.400391,13.227539,-0.009155,0.003662
4.650000,4.688080,61851,16,0,-0.002394,9.773131,-0.040701,-1.220703,-0.244141,-0.244141,-25.400391,13.227539,-0.005493,0.009155
4.651000,4.688089,61852,16,0,0.014365,9.777920,0.069432,-1.281738,-0.274658,-0.396729,-25.400391,13.227539,0.012817,-0.010986
4.652000,4.688098,61853,16,0,-0.026336,9.782708,0.057461,-1.251221,-0.152588,-0.183105,-25.400391,13.227539,0.001831,0.014648
4.653000,4.688106,61854,16,0,-0.019154,9.782708,0.052672,-1.434326,0.061035,-0.213623,-25.400391,13.227539,-0.016479,0.009155
4.654000,4.688115,61855,16,0,-0.026336,9.753978,0.021548,-1.403809,-0.122070,-0.152588,-25.400391,13.227539,-0.018311,0.003662
4.655000,4.688123,61856,16,0,-0.033519,9.787497,-0.040701,-1.220703,-0.183105,-0.061035,-25.400391,13.227539,-0.016479,-0.009155
4.656000,4.688133,61857,16,0,0.007183,9.854534,-0.050278,-1.159668,-0.152588,-0.213623,-25.400391,13.227539,0.010986,-0.010986
4.657000,4.688141,61858,16,0,0.069432,9.768343,0.033519,-1.342773,-0.122070,-0.366211,-25.400391,13.227539,0.001831,0.009155
4.658000,4.688149,61859,16,0,0.079009,9.753978,-0.004788,-1.464844,-0.152588,-0.335693,-25.400391,13.227539,0.009155,0.016479
4.659000,4.688158,61860,16,0,-0.007183,9.806650,-0.114922,-1.525879,-0.366211,-0.274658,-25.400391,13.227539,0.001831,-0.005493
4.660000,4.688166,61861,16,0,-0.004788,9.739613,0.000000,-1.464844,-0.122070,-0.244141,-25.400391,13.227539,-0.003662,0.007324
4.661000,4.688174,61862,16,0,0.067038,9.744401,0.136469,-1.129150,0.000000,-0.152588,-25.400391,13.227539,0.003662,-0.007324
4.662000,4.688182,61863,16,0,0.028730,9.849746,-0.009577,-1.220703,-0.122070,-0.274658,-25.400391,13.227539,-0.016479,0.025635
4.663000,4.688191,61864,16,0,-0.059855,9.821015,-0.160412,-1.434326,-0.122070,-0.427246,-25.400391,13.227539,0.007324,0.003662
4.664000,4.688199,61865,16,0,-0.069432,9.691729,-0.093374,-1.403809,-0.122070,-0.213623,-25.400391,13.227539,-0.007324,-0.023804
4.665000,4.688207,61866,16,0,-0.023942,9.715671,-0.059855,-1.373291,0.000000,-0.152588,-25.400391,13.227539,-0.016479,-0.010986
4.666000,4.688220,61867,16,0,0.004788,9.828198,-0.074220,-1.373291,0.091553,-0.183105,-25.400391,13.227539,0.014648,-0.005493
4.667000,4.688228,61868,16,0,0.014365,9.777920,0.011971,-1.342773,0.000000,-0.335693,-25.400391,13.227539,-0.012817,-0.027466
4.668000,4.688236,61869,16,0,0.045490,9.720459,0.057461,-1.281738,0.000000,-0.335693,-25.400391,13.227539,-0.014648,0.001831
4.669000,4.688244,61870,16,0,0.004788,9.730036,-0.057461,-1.403809,0.030518,-0.335693,-25.400391,13.227539,-0.007324,-0.003662
4.670000,4.688252,61871,16,0,-0.055067,9.744401,-0.083797,-1.373291,0.030518,-0.152588,-25.400391,13.227539,0.000000,0.007324
4.671000,4.688261,61872,16,0,0.004788,9.806650,-0.028730,-1.220703,0.000000,-0.183105,-25.400391,13.227539,-0.007324,-0.010986
4.672000,4.688269,61873,16,0,0.040701,9.818622,0.007183,-1.129150,-0.122070,-0.152588,-25.400391,13.227539,0.009155,0.005493
4.673000,4.688277,61874,16,0,0.000000,9.787497,-0.021548,-1.403809,-0.244141,-0.213623,-25.400391,13.227539,-0.007324,-0.010986
4.674000,4.688286,61875,16,0,-0.004788,9.744401,-0.081403,-1.434326,-0.030518,-0.183105,-25.400391,13.227539,0.014648,-0.020142
4.675000,4.688313,61876,16,0,-0.031125,9.696517,-0.043096,-1.403809,-0.030518,-0.244141,-25.400391,13.227539,-0.009155,0.010986
4.676000,4.688333,61877,16,0,0.023942,9.792285,0.000000,-1.373291,-0.061035,-0.366211,-25.400391,13.227539,-0.010986,0.003662
4.677000,4.727693,61878,16,0,0.088585,9.842564,0.043096,-1.403809,-0.030518,-0.305176,-25.400391,13.227539,-0.010986,-0.016479
4.678000,4.727737,61879,16,0,0.019154,9.773131,0.031125,-1.342773,0.000000,-0.122070,-25.400391,13.227539,0.009155,-0.009155
4.679000,4.727753,61880,16,0,0.007183,9.753978,-0.095768,-1.281738,-0.122070,-0.183105,-25.400391,13.227539,0.012817,-0.012817
4.680000,4.727762,61881,16,0,0.009577,9.763555,-0.124498,-1.251221,-0.030518,-0.183105,-25.400391,13.227539,-0.014648,0.005493
4.681000,4.727771,61882,16,0,0.002394,9.782708,-0.004788,-1.373291,0.000000,-0.366211,-25.400391,13.227539,0.005493,-0.010986
4.682000,4.727780,61883,16,0,0.033519,9.801862,0.031125,-1.556396,-0.030518,-0.488281,-25.400391,13.227539,0.014648,0.005493
4.683000,4.727789,61884,16,0,-0.009577,9.758766,0.045490,-1.251221,0.000000,-0.183105,-25.400391,13.227539,0.016479,-0.020142
4.684000,4.727798,61885,16,0,-0.040701,9.710882,0.016759,-1.068115,0.030518,-0.091553,-25.400391,13.227539,-0.009155,0.005493
4.685000,4.727807,61886,16,0,0.002394,9.763555,-0.102951,-1.312256,-0.091553,-0.305176,-25.400391,13.227539,-0.018311,-0.012817
4.686000,4.727815,61887,16,0,0.050278,9.832987,-0.126893,-1.373291,-0.183105,-0.396729,-25.400391,13.227539,0.010986,-0.021973
4.687000,4.727823,61888,16,0,0.047884,9.823410,-0.028730,-1.251221,-0.091553,-0.305176,-25.400391,13.227539,0.000000,0.009155
4.688000,4.727831,61889,16,0,0.043096,9.773131,0.100556,-1.190186,-0.061035,-0.274658,-25.400391,13.227539,-0.009155,-0.018311
4.689000,4.727839,61890,16,0,0.031125,9.753978,0.016759,-1.342773,-0.061035,-0.427246,-25.400391,13.227539,-0.009155,-0.005493
4.690000,4.727847,61891,16,0,-0.043096,9.773131,-0.114922,-1.403809,-0.061035,-0.305176,-25.400391,13.227539,-0.012817,-0.001831
4.691000,4.727855,61892,16,0,-0.047884,9.787497,0.009577,-1.525879,-0.030518,-0.152588,-25.400391,13.227539,-0.007324,0.000000
4.692000,4.727864,61893,16,0,0.033519,9.852140,0.086191,-1.464844,0.000000,-0.244141,-25.400391,13.227539,-0.009155,-0.014648
4.693000,4.727872,61894,16,0,0.093374,9.844957,0.019154,-1.403809,0.122070,-0.488281,-25.400391,13.227539,0.018311,-0.003662
4.694000,4.727880,61895,16,0,-0.016759,9.734824,-0.062249,-1.434326,0.000000,-0.366211,-25.400391,13.227539,0.012817,-0.016479
4.695000,4.727888,61896,16,0,-0.095768,9.715671,-0.150835,-1.556396,-0.122070,-0.183105,-25.400391,13.227539,-0.007324,-0.010986
4.696000,4.727896,61897,16,0,0.014365,9.806650,-0.098162,-1.434326,0.030518,-0.274658,-25.400391,13.227539,0.007324,0.020142
4.697000,4.727904,61898,16,0,0.117316,9.895236,0.067038,-1.159668,0.244141,-0.274658,-25.400391,13.227539,-0.014648,-0.003662
4.698000,4.727913,61899,16,0,0.059855,9.811439,0.122104,-1.190186,0.152588,-0.335693,-25.400391,13.227539,-0.010986,-0.020142
4.699000,4.727921,61900,16,0,-0.059855,9.739613,-0.028730,-1.281738,0.000000,-0.152588,-25.400391,13.227539,-0.003662,0.016479
4.700000,4.727929,61901,16,0,-0.055067,9.749189,-0.167594,-1.403809,-0.091553,-0.091553,-25.400391,13.227539,0.012817,-0.010986
4.701000,4.727937,61902,16,0,0.052672,9.828198,-0.004788,-1.281738,-0.061035,-0.366211,-25.400391,13.227539,0.009155,0.007324
4.702000,4.727945,61903,16,0,0.105345,9.864111,0.148441,-1.251221,0.122070,-0.335693,-25.400391,13.227539,-0.007324,0.007324
4.703000,4.727954,61904,16,0,0.009577,9.768343,0.007183,-1.525879,0.000000,-0.366211,-25.400391,13.227539,-0.021973,-0.010986
4.704000,4.727962,61905,16,0,-0.059855,9.744401,-0.150835,-1.556396,-0.213623,-0.335693,-25.400391,13.227539,-0.007324,0.023804
4.705000,4.727986,61906,16,0,0.023942,9.806650,-0.045490,-1.251221,-0.183105,-0.274658,-25.400391,13.227539,-0.021973,0.010986
4.706000,4.727993,61907,16,0,0.083797,9.852140,0.081403,-1.281738,-0.122070,-0.335693,-25.400391,13.227539,0.012817,-0.018311
4.707000,4.728001,61908,16,0,0.074220,9.821015,0.083797,-1.312256,-0.091553,-0.549316,-25.400391,13.227539,0.001831,-0.025635
4.708000,4.728010,61909,16,0,0.000000,9.749189,-0.011971,-1.251221,0.061035,-0.457764,-25.400391,13.227539,0.025635,-0.007324
4.709000,4.728018,61910,16,0,-0.086191,9.696517,-0.081403,-1.312256,-0.030518,-0.366211,-25.400391,13.227539,-0.012817,-0.007324
4.710000,4.728026,61911,16,0,-0.038307,9.710882,-0.079009,-1.312256,-0.213623,-0.335693,-25.400391,13.227539,-0.020142,0.000000
4.711000,4.728034,61912,16,0,-0.007183,9.763555,-0.021548,-1.281738,-0.122070,-0.152588,-25.400391,13.227539,0.001831,0.005493
4.712000,4.728044,61913,16,0,0.033519,9.773131,0.067038,-1.342773,0.000000,-0.244141,-25.400391,13.227539,-0.007324,0.003662
4.713000,4.728052,61914,16,0,0.026336,9.730036,0.000000,-1.464844,0.061035,-0.213623,-25.400391,13.227539,-0.016479,0.018311
4.714000,4.728060,61915,16,0,-0.007183,9.739613,-0.105345,-1.495361,-0.152588,-0.244141,-25.400391,13.227539,-0.016479,0.021973
4.715000,4.728067,61916,16,0,0.059855,9.777920,-0.055067,-1.495361,-0.244141,-0.274658,-25.400391,13.227539,-0.007324,-0.018311
4.716000,4.728075,61917,16,0,0.026336,9.753978,0.079009,-1.403809,0.000000,-0.427246,-25.400391,13.227539,-0.010986,0.003662
4.717000,4.755671,61918,16,0,-0.079009,9.744401,0.000000,-1.190186,0.000000,-0.274658,-25.400391,13.227539,0.012817,0.010986
4.718000,4.755706,61919,16,0,-0.062249,9.801862,-0.107739,-1.129150,-0.030518,-0.152588,-25.400391,13.227539,0.009155,0.001831
4.719000,4.755716,61920,16,0,-0.028730,9.832987,0.002394,-1.281738,0.000000,-0.335693,-25.400391,13.227539,-0.010986,-0.021973
4.720000,4.755727,61921,16,0,0.000000,9.842564,0.062249,-1.434326,0.000000,-0.366211,-25.400391,13.227539,0.000000,-0.007324
4.721000,4.755736,61922,16,0,0.019154,9.823410,-0.069432,-1.342773,-0.061035,-0.305176,-25.400391,13.227539,0.034790,0.000000
4.722000,4.755744,61923,16,0,0.004788,9.777920,-0.069432,-1.281738,-0.152588,-0.274658,-25.400391,13.227539,0.010986,0.014648
4.723000,4.755753,61924,16,0,0.033519,9.753978,0.026336,-1.281738,-0.213623,-0.335693,-25.400391,13.227539,-0.016479,-0.010986
4.724000,4.755761,61925,16,0,0.033519,9.763555,0.105345,-1.312256,-0.091553,-0.274658,-25.400391,13.227539,-0.027466,0.009155
4.725000,4.755769,61926,16,0,0.014365,9.797073,0.069432,-1.190186,-0.091553,-0.335693,-25.400391,13.227539,0.005493,-0.001831
4.726000,4.755777,61927,16,0,0.000000,9.782708,0.002394,-1.251221,-0.061035,-0.427246,-25.400391,13.227539,-0.005493,-0.014648
4.727000,4.755786,61928,16,0,-0.023942,9.763555,-0.059855,-1.312256,-0.030518,-0.244141,-25.400391,13.227539,-0.012817,-0.001831
4.728000,4.755794,61929,16,0,-0.011971,9.753978,-0.107739,-1.312256,-0.183105,-0.122070,-25.400391,13.227539,-0.009155,0.010986
4.729000,4.755802,61930,16,0,0.016759,9.749189,-0.047884,-1.281738,-0.152588,-0.244141,-25.400391,13.227539,0.021973,0.016479
4.730000,4.755810,61931,16,0,0.069432,9.792285,0.033519,-1.220703,0.000000,-0.366211,-25.400391,13.227539,0.016479,-0.003662
4.731000,4.755819,61932,16,0,0.076614,9.828198,0.019154,-1.220703,0.091553,-0.396729,-25.400391,13.227539,0.010986,-0.020142
4.732000,4.755828,61933,16,0,0.002394,9.830592,-0.043096,-1.312256,0.122070,-0.274658,-25.400391,13.227539,0.009155,-0.012817
4.733000,4.755836,61934,16,0,-0.050278,9.773131,-0.047884,-1.373291,0.000000,-0.244141,-25.400391,13.227539,-0.009155,0.023804
4.734000,4.755845,61935,16,0,-0.023942,9.758766,-0.062249,-1.312256,-0.091553,-0.244141,-25.400391,13.227539,0.007324,0.001831
4.735000,4.755853,61936,16,0,0.026336,9.768343,0.031125,-1.312256,-0.091553,-0.183105,-25.400391,13.227539,0.009155,0.010986
4.736000,4.755862,61937,16,0,0.011971,9.768343,0.069432,-1.312256,-0.061035,-0.213623,-25.400391,13.227539,0.014648,0.016479
4.737000,4.755870,61938,16,0,-0.043096,9.734824,0.002394,-1.220703,-0.091553,-0.274658,-25.400391,13.227539,0.016479,0.000000
4.738000,4.755879,61939,16,0,-0.038307,9.763555,-0.069432,-1.251221,-0.213623,-0.427246,-25.400391,13.227539,-0.009155,-0.009155
4.739000,4.755887,61940,16,0,0.009577,9.823410,-0.100556,-1.312256,-0.122070,-0.366211,-25.400391,13.227539,-0.003662,-0.010986
4.740000,4.755896,61941,16,0,0.026336,9.768343,0.000000,-1.403809,0.122070,-0.213623,-25.400391,13.227539,-0.020142,0.012817
4.741000,4.755904,61942,16,0,0.011971,9.773131,0.052672,-1.495361,0.091553,-0.244141,-25.400391,13.227539,-0.012817,-0.010986
4.742000,4.755912,61943,16,0,0.021548,9.856929,0.019154,-1.190186,0.000000,-0.213623,-25.400391,13.227539,0.007324,0.000000
4.743000,4.755921,61944,16,0,0.050278,9.830592,0.000000,-1.068115,-0.061035,-0.183105,-25.400391,13.227539,-0.016479,-0.003662
4.744000,4.755929,61945,16,0,-0.016759,9.749189,-0.050278,-1.251221,0.000000,-0.244141,-25.400391,13.227539,-0.009155,-0.014648
4.745000,4.755941,61946,16,0,-0.016759,9.809045,-0.076614,-1.403809,-0.213623,-0.244141,-25.400391,13.227539,0.016479,0.012817
4.746000,4.755948,61947,16,0,0.052672,9.852140,0.057461,-1.342773,-0.183105,-0.305176,-25.400391,13.227539,-0.007324,0.005493
4.747000,4.755956,61948,16,0,0.002394,9.809045,0.062249,-1.190186,-0.030518,-0.335693,-25.400391,13.227539,-0.014648,-0.014648
4.748000,4.755965,61949,16,0,-0.081403,9.763555,-0.059855,-1.403809,0.000000,-0.305176,-25.400391,13.227539,0.000000,-0.018311
4.749000,4.755978,61950,16,0,-0.031125,9.797073,-0.119710,-1.525879,0.000000,-0.244141,-25.400391,13.227539,0.021973,-0.012817
4.750000,4.755987,61951,16,0,0.007183,9.849746,-0.011971,-1.251221,-0.122070,-0.183105,-25.400391,13.227539,0.012817,0.012817
4.751000,4.755995,61952,16,0,0.002394,9.835381,0.045490,-1.129150,-0.122070,-0.274658,-25.400391,13.227539,-0.009155,0.012817
4.752000,4.756003,61953,16,0,-0.019154,9.809045,-0.057461,-1.281738,-0.152588,-0.305176,-25.400391,13.227539,-0.018311,0.005493
4.753000,4.756012,61954,16,0,-0.026336,9.792285,-0.074220,-1.312256,0.000000,-0.335693,-25.400391,13.227539,-0.014648,0.010986
4.754000,4.794894,61955,16,0,0.031125,9.753978,-0.007183,-1.403809,0.000000,-0.335693,-25.400391,13.227539,0.007324,0.014648
4.755000,4.794923,61956,16,0,0.007183,9.749189,-0.007183,-1.251221,0.000000,-0.213623,-25.400391,13.227539,0.003662,-0.005493
4.756000,4.794933,61957,16,0,-0.062249,9.744401,-0.031125,-1.190186,0.000000,-0.061035,-25.400391,13.227539,0.007324,-0.020142
4.757000,4.794942,61958,16,0,-0.059855,9.715671,-0.019154,-1.220703,0.061035,-0.152588,-25.400391,13.227539,-0.001831,-0.018311
4.758000,4.794951,61959,16,0,0.009577,9.792285,-0.014365,-1.342773,0.091553,-0.366211,-25.400391,13.227539,0.014648,0.001831
4.759000,4.794959,61960,16,0,0.045490,9.801862,-0.014365,-1.464844,-0.122070,-0.366211,-25.400391,13.227539,0.018311,0.000000
4.760000,4.794967,61961,16,0,-0.040701,9.686940,-0.031125,-1.434326,-0.152588,-0.274658,-25.400391,13.227539,0.010986,0.000000
4.761000,4.794975,61962,16,0,-0.067038,9.706094,-0.069432,-1.434326,-0.061035,-0.274658,-25.400391,13.227539,0.012817,0.023804
4.762000,4.794983,61963,16,0,0.016759,9.806650,-0.028730,-1.403809,-0.030518,-0.274658,-25.400391,13.227539,-0.027466,0.010986
4.763000,4.794991,61964,16,0,0.093374,9.801862,0.083797,-1.220703,0.000000,-0.213623,-25.400391,13.227539,0.018311,-0.023804
4.764000,4.794999,61965,16,0,0.050278,9.787497,0.090980,-1.220703,0.091553,-0.183105,-25.400391,13.227539,-0.005493,0.009155
4.765000,4.795007,61966,16,0,-0.069432,9.753978,-0.102951,-1.220703,0.122070,-0.152588,-25.400391,13.227539,0.014648,0.005493
